id,label
18308,customer_support
18309,other
18310,technical_support
18311,customer_support
18312,technical_support
18313,customer_support
18314,customer_support
18315,other
18316,technical_support
18317,customer_support
18318,technical_support
18319,customer_support
18320,technical_support
18321,customer_support
18322,technical_support
18323,customer_support
18324,other
18325,customer_support
18326,technical_support
18327,other
18328,technical_support
18329,other
18330,other
18331,other
18332,technical_support
18333,other
18334,technical_support
18335,customer_support
18336,other
18337,customer_support
18338,technical_support
18339,customer_support
18340,technical_support
18341,technical_support
18342,customer_support
18343,customer_support
18344,technical_support
18345,other
18346,other
18347,technical_support
18348,customer_support
18349,customer_support
18350,other
18351,technical_support
18352,customer_support
18353,other
18354,other
18355,customer_support
18356,other
18357,other
18358,other
18359,customer_support
18360,other
18361,technical_support
18362,customer_support
18363,customer_support
18364,technical_support
18365,customer_support
18366,technical_support
18367,other
18368,technical_support
18369,other
18370,technical_support
18371,other
18372,other
18373,other
18374,customer_support
18375,customer_support
18376,technical_support
18377,other
18378,other
18379,customer_support
18380,technical_support
18381,technical_support
18382,other
18383,customer_support
18384,technical_support
18385,other
18386,technical_support
18387,customer_support
18388,other
18389,technical_support
18390,customer_support
18391,customer_support
18392,other
18393,technical_support
18394,technical_support
18395,technical_support
18396,other
18397,other
18398,other
18399,technical_support
18400,customer_support
18401,customer_support
18402,technical_support
18403,customer_support
18404,customer_support
18405,technical_support
18406,customer_support
18407,technical_support
18408,technical_support
18409,customer_support
18410,other
18411,customer_support
18412,other
18413,other
18414,technical_support
18415,technical_support
18416,customer_support
18417,customer_support
18418,technical_support
18419,customer_support
18420,customer_support
18421,other
18422,customer_support
18423,technical_support
18424,technical_support
18425,customer_support
18426,other
18427,other
18428,customer_support
18429,other
18430,technical_support
18431,other
18432,customer_support
18433,customer_support
18434,other
18435,other
18436,customer_support
18437,other
18438,customer_support
18439,other
18440,technical_support
18441,customer_support
18442,technical_support
18443,customer_support
18444,other
18445,technical_support
18446,customer_support
18447,technical_support
18448,other
18449,other
18450,customer_support
18451,customer_support
18452,technical_support
18453,other
18454,technical_support
18455,technical_support
18456,other
18457,technical_support
18458,other
18459,customer_support
18460,customer_support
18461,other
18462,customer_support
18463,customer_support
18464,other
18465,other
18466,other
18467,other
18468,technical_support
18469,technical_support
18470,technical_support
18471,customer_support
18472,customer_support
18473,other
18474,other
18475,technical_support
18476,technical_support
18477,technical_support
18478,customer_support
18479,customer_support
18480,customer_support
18481,customer_support
18482,technical_support
18483,other
18484,technical_support
18485,customer_support
18486,other
18487,customer_support
18488,customer_support
18489,technical_support
18490,technical_support
18491,customer_support
18492,other
18493,technical_support
18494,other
18495,technical_support
18496,customer_support
18497,customer_support
18498,customer_support
18499,other
18500,customer_support
18501,customer_support
18502,other
18503,other
18504,customer_support
18505,other
18506,technical_support
18507,technical_support
18508,customer_support
18509,technical_support
18510,other
18511,other
18512,other
18513,technical_support
18514,customer_support
18515,other
18516,technical_support
18517,other
18518,other
18519,customer_support
18520,technical_support
18521,customer_support
18522,customer_support
18523,customer_support
18524,other
18525,other
18526,other
18527,technical_support
18528,other
18529,technical_support
18530,customer_support
18531,customer_support
18532,customer_support
18533,other
18534,technical_support
18535,customer_support
18536,customer_support
18537,other
18538,technical_support
18539,customer_support
18540,technical_support
18541,technical_support
18542,other
18543,customer_support
18544,other
18545,technical_support
18546,technical_support
18547,customer_support
18548,technical_support
18549,other
18550,technical_support
18551,technical_support
18552,technical_support
18553,technical_support
18554,technical_support
18555,other
18556,technical_support
18557,other
18558,technical_support
18559,customer_support
18560,customer_support
18561,other
18562,technical_support
18563,technical_support
18564,customer_support
18565,technical_support
18566,other
18567,technical_support
18568,other
18569,technical_support
18570,customer_support
18571,other
18572,technical_support
18573,technical_support
18574,customer_support
18575,customer_support
18576,customer_support
18577,technical_support
18578,customer_support
18579,other
18580,technical_support
18581,technical_support
18582,customer_support
18583,other
18584,technical_support
18585,other
18586,customer_support
18587,technical_support
18588,other
18589,technical_support
18590,technical_support
18591,other
18592,technical_support
18593,technical_support
18594,technical_support
18595,other
18596,other
18597,technical_support
18598,technical_support
18599,other
18600,technical_support
18601,customer_support
18602,technical_support
18603,customer_support
18604,technical_support
18605,other
18606,other
18607,customer_support
18608,other
18609,customer_support
18610,other
18611,technical_support
18612,customer_support
18613,customer_support
18614,technical_support
18615,customer_support
18616,customer_support
18617,customer_support
18618,other
18619,other
18620,other
18621,customer_support
18622,technical_support
18623,customer_support
18624,technical_support
18625,technical_support
18626,customer_support
18627,customer_support
18628,other
18629,customer_support
18630,other
18631,other
18632,other
18633,technical_support
18634,technical_support
18635,customer_support
18636,other
18637,technical_support
18638,technical_support
18639,technical_support
18640,other
18641,other
18642,other
18643,other
18644,customer_support
18645,other
18646,customer_support
18647,other
18648,technical_support
18649,technical_support
18650,technical_support
18651,customer_support
18652,customer_support
18653,other
18654,technical_support
18655,customer_support
18656,technical_support
18657,customer_support
18658,other
18659,customer_support
18660,technical_support
18661,technical_support
18662,other
18663,technical_support
18664,other
18665,technical_support
18666,customer_support
18667,customer_support
18668,customer_support
18669,other
18670,technical_support
18671,technical_support
18672,technical_support
18673,customer_support
18674,technical_support
18675,customer_support
18676,other
18677,other
18678,other
18679,other
18680,other
18681,customer_support
18682,technical_support
18683,technical_support
18684,other
18685,other
18686,customer_support
18687,other
18688,technical_support
18689,technical_support
18690,technical_support
18691,customer_support
18692,customer_support
18693,technical_support
18694,customer_support
18695,customer_support
18696,other
18697,customer_support
18698,technical_support
18699,customer_support
18700,other
18701,other
18702,customer_support
18703,other
18704,customer_support
18705,technical_support
18706,other
18707,customer_support
18708,technical_support
18709,technical_support
18710,customer_support
18711,other
18712,customer_support
18713,other
18714,other
18715,customer_support
18716,customer_support
18717,other
18718,customer_support
18719,technical_support
18720,technical_support
18721,technical_support
18722,technical_support
18723,technical_support
18724,other
18725,other
18726,customer_support
18727,customer_support
18728,customer_support
18729,technical_support
18730,other
18731,technical_support
18732,other
18733,other
18734,other
18735,technical_support
18736,other
18737,other
18738,other
18739,technical_support
18740,technical_support
18741,other
18742,other
18743,customer_support
18744,other
18745,customer_support
18746,other
18747,customer_support
18748,other
18749,other
18750,other
18751,other
18752,customer_support
18753,customer_support
18754,other
18755,technical_support
18756,other
18757,other
18758,other
18759,technical_support
18760,other
18761,other
18762,other
18763,other
18764,technical_support
18765,customer_support
18766,other
18767,customer_support
18768,technical_support
18769,other
18770,customer_support
18771,customer_support
18772,technical_support
18773,other
18774,technical_support
18775,customer_support
18776,customer_support
18777,other
18778,customer_support
18779,other
18780,other
18781,customer_support
18782,customer_support
18783,technical_support
18784,technical_support
18785,other
18786,technical_support
18787,other
18788,technical_support
18789,customer_support
18790,other
18791,customer_support
18792,other
18793,technical_support
18794,technical_support
18795,customer_support
18796,other
18797,customer_support
18798,customer_support
18799,other
18800,technical_support
18801,technical_support
18802,other
18803,customer_support
18804,technical_support
18805,other
18806,other
18807,other
18808,customer_support
18809,technical_support
18810,customer_support
18811,other
18812,other
18813,customer_support
18814,customer_support
18815,other
18816,customer_support
18817,other
18818,other
18819,customer_support
18820,technical_support
18821,customer_support
18822,other
18823,customer_support
18824,customer_support
18825,other
18826,technical_support
18827,other
18828,other
18829,customer_support
18830,technical_support
18831,technical_support
18832,technical_support
18833,customer_support
18834,technical_support
18835,other
18836,customer_support
18837,technical_support
18838,customer_support
18839,other
18840,customer_support
18841,customer_support
18842,other
18843,other
18844,other
18845,customer_support
18846,customer_support
18847,customer_support
18848,technical_support
18849,customer_support
18850,technical_support
18851,customer_support
18852,customer_support
18853,other
18854,other
18855,other
18856,other
18857,other
18858,technical_support
18859,technical_support
18860,customer_support
18861,customer_support
18862,customer_support
18863,customer_support
18864,technical_support
18865,technical_support
18866,other
18867,technical_support
18868,technical_support
18869,technical_support
18870,other
18871,other
18872,other
18873,customer_support
18874,customer_support
18875,technical_support
18876,customer_support
18877,customer_support
18878,other
18879,other
18880,customer_support
18881,customer_support
18882,technical_support
18883,customer_support
18884,customer_support
18885,other
18886,technical_support
18887,other
18888,other
18889,technical_support
18890,other
18891,other
18892,technical_support
18893,technical_support
18894,customer_support
18895,technical_support
18896,customer_support
18897,technical_support
18898,customer_support
18899,technical_support
18900,customer_support
18901,technical_support
18902,other
18903,other
18904,customer_support
18905,customer_support
18906,technical_support
18907,customer_support
18908,customer_support
18909,other
18910,other
18911,other
18912,other
18913,customer_support
18914,customer_support
18915,customer_support
18916,other
18917,other
18918,customer_support
18919,technical_support
18920,customer_support
18921,other
18922,technical_support
18923,technical_support
18924,other
18925,other
18926,other
18927,other
18928,other
18929,other
18930,other
18931,technical_support
18932,other
18933,customer_support
18934,customer_support
18935,other
18936,other
18937,technical_support
18938,technical_support
18939,customer_support
18940,technical_support
18941,other
18942,other
18943,technical_support
18944,customer_support
18945,other
18946,customer_support
18947,technical_support
18948,customer_support
18949,technical_support
18950,technical_support
18951,technical_support
18952,other
18953,other
18954,technical_support
18955,customer_support
18956,other
18957,customer_support
18958,technical_support
18959,technical_support
18960,other
18961,other
18962,technical_support
18963,customer_support
18964,customer_support
18965,customer_support
18966,technical_support
18967,other
18968,customer_support
18969,other
18970,customer_support
18971,other
18972,technical_support
18973,technical_support
18974,technical_support
18975,customer_support
18976,other
18977,technical_support
18978,technical_support
18979,customer_support
18980,other
18981,other
18982,customer_support
18983,technical_support
18984,technical_support
18985,technical_support
18986,customer_support
18987,other
18988,customer_support
18989,technical_support
18990,other
18991,other
18992,other
18993,technical_support
18994,customer_support
18995,customer_support
18996,other
18997,other
18998,other
18999,technical_support
19000,other
19001,technical_support
19002,technical_support
19003,other
19004,customer_support
19005,technical_support
19006,customer_support
19007,customer_support
19008,technical_support
19009,customer_support
19010,technical_support
19011,other
19012,other
19013,other
19014,customer_support
19015,customer_support
19016,other
19017,other
19018,technical_support
19019,technical_support
19020,customer_support
19021,customer_support
19022,technical_support
19023,customer_support
19024,other
19025,technical_support
19026,technical_support
19027,technical_support
19028,technical_support
19029,customer_support
19030,customer_support
19031,other
19032,technical_support
19033,customer_support
19034,customer_support
19035,technical_support
19036,customer_support
19037,technical_support
19038,customer_support
19039,customer_support
19040,technical_support
19041,customer_support
19042,other
19043,technical_support
19044,other
19045,customer_support
19046,customer_support
19047,other
19048,technical_support
19049,technical_support
19050,customer_support
19051,other
19052,customer_support
19053,other
19054,technical_support
19055,technical_support
19056,other
19057,customer_support
19058,technical_support
19059,technical_support
19060,other
19061,other
19062,technical_support
19063,other
19064,customer_support
19065,technical_support
19066,customer_support
19067,technical_support
19068,other
19069,technical_support
19070,other
19071,other
19072,other
19073,technical_support
19074,technical_support
19075,other
19076,customer_support
19077,other
19078,technical_support
19079,technical_support
19080,technical_support
19081,technical_support
19082,customer_support
19083,other
19084,customer_support
19085,customer_support
19086,customer_support
19087,other
19088,other
19089,other
19090,technical_support
19091,technical_support
19092,customer_support
19093,other
19094,technical_support
19095,other
19096,other
19097,other
19098,customer_support
19099,other
19100,other
19101,other
19102,other
19103,customer_support
19104,customer_support
19105,technical_support
19106,customer_support
19107,technical_support
19108,other
19109,other
19110,technical_support
19111,customer_support
19112,other
19113,technical_support
19114,technical_support
19115,technical_support
19116,customer_support
19117,other
19118,customer_support
19119,other
19120,customer_support
19121,customer_support
19122,other
19123,technical_support
19124,customer_support
19125,other
19126,other
19127,technical_support
19128,technical_support
19129,technical_support
19130,customer_support
19131,other
19132,customer_support
19133,customer_support
19134,technical_support
19135,other
19136,other
19137,other
19138,customer_support
19139,technical_support
19140,customer_support
19141,customer_support
19142,technical_support
19143,other
19144,technical_support
19145,technical_support
19146,technical_support
19147,customer_support
19148,other
19149,technical_support
19150,customer_support
19151,technical_support
19152,customer_support
19153,customer_support
19154,other
19155,other
19156,technical_support
19157,technical_support
19158,other
19159,other
19160,customer_support
19161,customer_support
19162,technical_support
19163,other
19164,other
19165,customer_support
19166,technical_support
19167,other
19168,other
19169,technical_support
19170,technical_support
19171,customer_support
19172,customer_support
19173,technical_support
19174,technical_support
19175,technical_support
19176,other
19177,customer_support
19178,other
19179,customer_support
19180,customer_support
19181,technical_support
19182,technical_support
19183,customer_support
19184,customer_support
19185,technical_support
19186,other
19187,technical_support
19188,other
19189,technical_support
19190,technical_support
19191,customer_support
19192,other
19193,technical_support
19194,technical_support
19195,technical_support
19196,other
19197,customer_support
19198,technical_support
19199,technical_support
19200,technical_support
19201,other
19202,technical_support
19203,customer_support
19204,technical_support
19205,technical_support
19206,technical_support
19207,technical_support
19208,customer_support
19209,customer_support
19210,customer_support
19211,technical_support
19212,other
19213,technical_support
19214,customer_support
19215,other
19216,other
19217,technical_support
19218,customer_support
19219,technical_support
19220,technical_support
19221,other
19222,technical_support
19223,technical_support
19224,customer_support
19225,technical_support
19226,other
19227,technical_support
19228,other
19229,customer_support
19230,technical_support
19231,customer_support
19232,other
19233,technical_support
19234,technical_support
19235,customer_support
19236,other
19237,customer_support
19238,technical_support
19239,other
19240,other
19241,other
19242,technical_support
19243,technical_support
19244,other
19245,technical_support
19246,customer_support
19247,other
19248,technical_support
19249,technical_support
19250,customer_support
19251,other
19252,other
19253,technical_support
19254,other
19255,other
19256,customer_support
19257,other
19258,customer_support
19259,other
19260,technical_support
19261,other
19262,technical_support
19263,other
19264,customer_support
19265,other
19266,technical_support
19267,other
19268,customer_support
19269,technical_support
19270,customer_support
19271,customer_support
19272,technical_support
19273,customer_support
19274,technical_support
19275,technical_support
19276,technical_support
19277,technical_support
19278,customer_support
19279,other
19280,technical_support
19281,technical_support
19282,other
19283,customer_support
19284,customer_support
19285,other
19286,technical_support
19287,customer_support
19288,technical_support
19289,technical_support
19290,customer_support
19291,technical_support
19292,customer_support
19293,customer_support
19294,technical_support
19295,other
19296,technical_support
19297,other
19298,customer_support
19299,customer_support
19300,technical_support
19301,customer_support
19302,customer_support
19303,other
19304,technical_support
19305,customer_support
19306,technical_support
19307,technical_support
19308,customer_support
19309,technical_support
19310,customer_support
19311,other
19312,other
19313,customer_support
19314,other
19315,technical_support
19316,technical_support
19317,customer_support
19318,other
19319,customer_support
19320,customer_support
19321,technical_support
19322,other
19323,technical_support
19324,customer_support
19325,customer_support
19326,customer_support
19327,customer_support
19328,customer_support
19329,other
19330,other
19331,technical_support
19332,customer_support
19333,other
19334,technical_support
19335,technical_support
19336,customer_support
19337,customer_support
19338,customer_support
19339,technical_support
19340,other
19341,customer_support
19342,technical_support
19343,technical_support
19344,other
19345,other
19346,other
19347,customer_support
19348,customer_support
19349,other
19350,technical_support
19351,other
19352,other
19353,customer_support
19354,customer_support
19355,other
19356,other
19357,other
19358,technical_support
19359,customer_support
19360,other
19361,other
19362,customer_support
19363,technical_support
19364,other
19365,technical_support
19366,other
19367,customer_support
19368,technical_support
19369,technical_support
19370,technical_support
19371,other
19372,other
19373,customer_support
19374,customer_support
19375,technical_support
19376,technical_support
19377,other
19378,technical_support
19379,customer_support
19380,customer_support
19381,other
19382,other
19383,customer_support
19384,customer_support
19385,customer_support
19386,other
19387,other
19388,other
19389,customer_support
19390,customer_support
19391,other
19392,other
19393,technical_support
19394,technical_support
19395,customer_support
19396,customer_support
19397,technical_support
19398,other
19399,technical_support
19400,other
19401,technical_support
19402,other
19403,customer_support
19404,technical_support
19405,customer_support
19406,other
19407,customer_support
19408,technical_support
19409,other
19410,other
19411,customer_support
19412,other
19413,customer_support
19414,customer_support
19415,customer_support
19416,technical_support
19417,technical_support
19418,other
19419,other
19420,customer_support
19421,other
19422,customer_support
19423,other
19424,customer_support
19425,customer_support
19426,technical_support
19427,other
19428,other
19429,other
19430,technical_support
19431,other
19432,technical_support
19433,customer_support
19434,customer_support
19435,customer_support
19436,customer_support
19437,customer_support
19438,customer_support
19439,customer_support
19440,technical_support
19441,other
19442,customer_support
19443,other
19444,other
19445,customer_support
19446,customer_support
19447,technical_support
19448,technical_support
19449,other
19450,other
19451,customer_support
19452,other
19453,technical_support
19454,customer_support
19455,other
19456,other
19457,technical_support
19458,customer_support
19459,other
19460,technical_support
19461,customer_support
19462,technical_support
19463,other
19464,technical_support
19465,customer_support
19466,other
19467,technical_support
19468,technical_support
19469,other
19470,customer_support
19471,other
19472,other
19473,customer_support
19474,technical_support
19475,technical_support
19476,customer_support
19477,customer_support
19478,technical_support
19479,technical_support
19480,customer_support
19481,customer_support
19482,other
19483,other
19484,customer_support
19485,technical_support
19486,other
19487,other
19488,customer_support
19489,other
19490,customer_support
19491,other
19492,other
19493,technical_support
19494,other
19495,other
19496,customer_support
19497,other
19498,technical_support
19499,other
19500,technical_support
19501,other
19502,other
19503,customer_support
19504,technical_support
19505,technical_support
19506,other
19507,other
19508,technical_support
19509,other
19510,technical_support
19511,other
19512,technical_support
19513,technical_support
19514,customer_support
19515,technical_support
19516,customer_support
19517,technical_support
19518,other
19519,customer_support
19520,other
19521,technical_support
19522,technical_support
19523,other
19524,technical_support
19525,technical_support
19526,other
19527,customer_support
19528,other
19529,other
19530,technical_support
19531,technical_support
19532,technical_support
19533,other
19534,technical_support
19535,technical_support
19536,technical_support
19537,technical_support
19538,other
19539,customer_support
19540,other
19541,technical_support
19542,other
19543,technical_support
19544,technical_support
19545,technical_support
19546,other
19547,technical_support
19548,technical_support
19549,other
19550,other
19551,other
19552,customer_support
19553,customer_support
19554,other
19555,other
19556,customer_support
19557,technical_support
19558,other
19559,customer_support
19560,technical_support
19561,other
19562,customer_support
19563,other
19564,other
19565,customer_support
19566,other
19567,technical_support
19568,technical_support
19569,customer_support
19570,technical_support
19571,technical_support
19572,other
19573,other
19574,technical_support
19575,other
19576,other
19577,other
19578,technical_support
19579,other
19580,technical_support
19581,other
19582,other
19583,other
19584,customer_support
19585,other
19586,other
19587,technical_support
19588,customer_support
19589,technical_support
19590,technical_support
19591,customer_support
19592,other
19593,technical_support
19594,technical_support
19595,technical_support
19596,customer_support
19597,other
19598,other
19599,other
19600,other
19601,other
19602,other
19603,customer_support
19604,other
19605,technical_support
19606,other
19607,technical_support
19608,customer_support
19609,customer_support
19610,other
19611,customer_support
19612,customer_support
19613,other
19614,other
19615,other
19616,other
19617,technical_support
19618,customer_support
19619,technical_support
19620,customer_support
19621,technical_support
19622,technical_support
19623,technical_support
19624,technical_support
19625,other
19626,other
19627,customer_support
19628,technical_support
19629,customer_support
19630,customer_support
19631,customer_support
19632,technical_support
19633,technical_support
19634,other
19635,technical_support
19636,other
19637,technical_support
19638,other
19639,technical_support
19640,customer_support
19641,technical_support
19642,customer_support
19643,other
19644,customer_support
19645,technical_support
19646,technical_support
19647,customer_support
19648,technical_support
19649,customer_support
19650,technical_support
19651,other
19652,technical_support
19653,technical_support
19654,customer_support
19655,other
19656,customer_support
19657,technical_support
19658,technical_support
19659,technical_support
19660,other
19661,other
19662,other
19663,customer_support
19664,other
19665,other
19666,other
19667,customer_support
19668,customer_support
19669,customer_support
19670,technical_support
19671,technical_support
19672,customer_support
19673,technical_support
19674,technical_support
19675,customer_support
19676,other
19677,technical_support
19678,other
19679,customer_support
19680,technical_support
19681,technical_support
19682,other
19683,technical_support
19684,customer_support
19685,customer_support
19686,technical_support
19687,customer_support
19688,other
19689,customer_support
19690,technical_support
19691,other
19692,other
19693,technical_support
19694,technical_support
19695,technical_support
19696,other
19697,customer_support
19698,customer_support
19699,customer_support
19700,other
19701,technical_support
19702,customer_support
19703,customer_support
19704,technical_support
19705,other
19706,technical_support
19707,customer_support
19708,technical_support
19709,other
19710,other
19711,technical_support
19712,customer_support
19713,technical_support
19714,other
19715,other
19716,technical_support
19717,customer_support
19718,technical_support
19719,technical_support
19720,other
19721,customer_support
19722,other
19723,customer_support
19724,technical_support
19725,customer_support
19726,technical_support
19727,other
19728,other
19729,other
19730,technical_support
19731,customer_support
19732,technical_support
19733,other
19734,technical_support
19735,technical_support
19736,customer_support
19737,customer_support
19738,customer_support
19739,customer_support
19740,technical_support
19741,other
19742,customer_support
19743,technical_support
19744,customer_support
19745,customer_support
19746,technical_support
19747,technical_support
19748,technical_support
19749,other
19750,other
19751,customer_support
19752,other
19753,customer_support
19754,other
19755,technical_support
19756,customer_support
19757,customer_support
19758,other
19759,other
19760,technical_support
19761,technical_support
19762,customer_support
19763,customer_support
19764,other
19765,customer_support
19766,customer_support
19767,customer_support
19768,other
19769,technical_support
19770,customer_support
